sequenceID,range_value,variance,sum_diff,length
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr3:93504854-194041961,44,3.560996838,100537107,3989652
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr4:32840638-40296396,36,3.993393752,7455758,312465
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr4:68270000-75427379,31,3.32574037,7157379,278880
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr4:9324642-31820917,47,3.142316392,22496275,855117
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr10:60000-17974675,80,11.9878059,17914675,887052
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr11:96437584-134946516,104,12.78908733,38508932,1960273
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr12:38150000-66400000,85,15.0331659,28250000,1531301
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr18:18521000-52059136,69,11.07142577,33538136,1769039
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr1:17175658-29878082,85,14.2904325,12702424,546745
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr1:30028082-91800000,99,12.67437954,61771918,3164101
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr2:21178113-33000000,79,12.20977014,11821887,576458
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr2:33200000-87000000,93,12.70075167,53800000,2879811
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr2:5118788-16279724,85,10.63708997,11160936,546931
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr2:95326171-109668000,79,12.76329313,14341829,749567
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr3:93504854-194041961,85,12.38997263,100537107,5458726
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr4:32840638-40296396,90,14.16194807,7455758,429241
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr4:68270000-75427379,65,11.75621211,7157379,392789
H3K4me3_TDH_immune/samples/tcell/McGill0027/problems/chr4:9324642-31820917,73,10.79248207,22496275,1200560
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr10:60000-17974675,51,5.450191026,17914675,912777
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr11:96437584-134946516,67,5.583253518,38508932,1915216
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr12:38150000-66400000,58,7.066071828,28250000,1568617
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr18:18521000-52059136,56,4.452444617,33538136,1661682
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr1:17175658-29878082,65,7.212529821,12702424,598779
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr1:30028082-91800000,61,5.618797738,61771918,3130798
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr2:21178113-33000000,49,5.67022777,11821887,596387
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr2:33200000-87000000,67,5.602917426,53800000,2848596
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr2:5118788-16279724,56,4.620937537,11160936,547782
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr2:95326171-109668000,63,5.753360854,14341829,749561
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr3:93504854-194041961,57,5.428624534,100537107,5404632
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr4:32840638-40296396,56,6.138974983,7455758,421108
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr4:68270000-75427379,45,4.989309361,7157379,370078
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr4:9324642-31820917,60,4.439484436,22496275,1144740
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr10:60000-17974675,70,10.74171378,17914675,1138011
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr11:96437584-134946516,107,11.63352493,38508932,2571222
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr12:38150000-66400000,94,13.03784407,28250000,2044112
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr18:18521000-52059136,74,10.13019242,33538136,2442761
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr1:17175658-29878082,63,9.782430206,12702424,563144
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr1:30028082-91800000,86,11.39367509,61771918,4187189
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr2:21178113-33000000,67,10.27098037,11821887,729758
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr2:33200000-87000000,110,11.68982943,53800000,3978312
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr2:5118788-16279724,53,9.502529579,11160936,711399
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr2:95326171-109668000,57,11.29707586,14341829,958555
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr3:93504854-194041961,91,11.66517033,100537107,7723162
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr4:32840638-40296396,92,14.64986553,7455758,627114
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr4:68270000-75427379,61,11.04066296,7157379,575846
H3K4me3_TDH_immune/samples/tcell/McGill0029/problems/chr4:9324642-31820917,85,10.00348925,22496275,1703159
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr10:60000-17974675,231,28.78537817,17914675,902609
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr11:96437584-134946516,272,32.78550127,38508932,2006089
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr12:38150000-66400000,215,40.08986484,28250000,1737702
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr18:18521000-52059136,177,14.97961196,33538136,1780162
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr1:17175658-29878082,201,30.50533606,12702424,466104
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr1:30028082-91800000,245,27.60446173,61771918,3222550
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr2:21178113-33000000,175,22.70054826,11821887,563911
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr2:33200000-87000000,311,27.0188383,53800000,3063875
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr2:5118788-16279724,173,15.47630594,11160936,542086
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr2:95326171-109668000,190,28.24358937,14341829,804113
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr3:93504854-194041961,266,26.76593765,100537107,5954479
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr4:32840638-40296396,284,47.32135604,7455758,477854
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr4:68270000-75427379,191,20.99624468,7157379,418183
H3K4me3_TDH_immune/samples/tcell/McGill0059/problems/chr4:9324642-31820917,195,14.70092039,22496275,1289701
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr10:60000-17974675,193,17.7279742,17914675,836298
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr11:96437584-134946516,231,19.83975403,38508932,1868269
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr12:38150000-66400000,177,23.76408658,28250000,1588965
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr18:18521000-52059136,128,10.13761964,33538136,1731782
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr1:17175658-29878082,142,18.34423935,12702424,414183
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr1:30028082-91800000,200,17.4509977,61771918,3024830
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr2:21178113-33000000,139,14.14893659,11821887,521614
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr2:33200000-87000000,242,16.85268853,53800000,2935430
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr2:5118788-16279724,109,9.624742928,11160936,503624
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr2:95326171-109668000,127,17.29798378,14341829,733700
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr3:93504854-194041961,190,17.31618276,100537107,5742333
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr4:32840638-40296396,240,27.85530902,7455758,471290
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr4:68270000-75427379,123,13.53619542,7157379,411832
H3K4me3_TDH_immune/samples/tcell/McGill0095/problems/chr4:9324642-31820917,158,9.73463125,22496275,1232019
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr10:60000-17974675,94,12.38936325,17914675,870036
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr11:96437584-134946516,113,12.62896939,38508932,1960266
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr12:38150000-66400000,105,19.07509529,28250000,1599971
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr18:18521000-52059136,100,8.549359514,33538136,1718317
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr1:17175658-29878082,99,20.45685033,12702424,556302
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr1:30028082-91800000,96,13.09405557,61771918,3113250
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr2:21178113-33000000,85,13.68250127,11821887,554395
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr2:33200000-87000000,106,12.39086956,53800000,2837119
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr2:5118788-16279724,73,9.220733833,11160936,536176
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr2:95326171-109668000,109,14.6464904,14341829,780376
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr3:93504854-194041961,111,11.33299057,100537107,5267357
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr4:32840638-40296396,103,12.96608574,7455758,394784
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr4:68270000-75427379,83,8.526074818,7157379,353368
H3K4me3_TDH_immune/samples/tcell/McGill0102/problems/chr4:9324642-31820917,115,7.68773577,22496275,1204147
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr10:60000-17974675,106,11.05013338,17914675,689561
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr11:96437584-134946516,115,11.74854192,38508932,1657038
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr12:38150000-66400000,105,16.4784593,28250000,1269039
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr18:18521000-52059136,100,8.178692701,33538136,1504698
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr1:17175658-29878082,120,18.62066234,12702424,439886
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr1:30028082-91800000,112,12.32342779,61771918,2581126
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr2:21178113-33000000,100,12.32201224,11821887,446032
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr2:33200000-87000000,104,11.54755674,53800000,2359580
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr2:5118788-16279724,91,8.382460922,11160936,432995
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr2:95326171-109668000,107,12.67834637,14341829,640820
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr3:93504854-194041961,120,9.940169162,100537107,4252700
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr4:32840638-40296396,99,11.37913874,7455758,325412
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr4:68270000-75427379,92,7.653247442,7157379,292580
H3K4me3_TDH_immune/samples/tcell/McGill0106/problems/chr4:9324642-31820917,90,7.115562358,22496275,1039079
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr10:60000-17974675,93,11.56978525,17914675,1051277
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr11:96437584-134946516,104,12.65424537,38508932,2458333
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr12:38150000-66400000,101,15.09729206,28250000,1937594
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr18:18521000-52059136,70,9.850103993,33538136,2318631
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr1:17175658-29878082,92,11.48140443,12702424,537059
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr1:30028082-91800000,94,12.257781,61771918,3905376
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr2:21178113-33000000,79,10.76100256,11821887,671008
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr2:33200000-87000000,115,12.01168288,53800000,3718097
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr2:5118788-16279724,65,9.476527336,11160936,666192
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr2:95326171-109668000,72,13.36957606,14341829,935300
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr3:93504854-194041961,98,11.86358855,100537107,7025643
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr4:32840638-40296396,114,15.18245923,7455758,560865
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr4:68270000-75427379,90,10.12556752,7157379,505905
H3K4me3_TDH_immune/samples/tcell/McGill0107/problems/chr4:9324642-31820917,94,9.417221377,22496275,1633445
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr11:96437584-134946516,117,9.992290792,38508932,811205
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:103913906-120697156,143,12.27163567,16783250,387699
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr1:30028082-91800000,133,11.48951171,61771918,1357632
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr2:110251337-149690582,176,9.880958533,39439245,862270
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:60000-66170270,147,9.868380156,66110270,1401442
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr3:93504854-194041961,151,11.50519749,100537107,2367597
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr4:1478646-8799203,182,6.252539116,7320557,86734
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr4:75452279-190000000,142,11.76990717,114547721,2842301
H3K4me3_TDH_other/samples/kidney/McGill0023/problems/chr5:100000-17500000,81,7.749235177,17400000,327784
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr11:96437584-134946516,698,199.515621,38508932,1338627
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr1:103913906-120697156,660,301.6315781,16783250,622925
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr1:30028082-91800000,693,286.8116507,61771918,2379013
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr2:110251337-149690582,1218,157.5918314,39439245,1197718
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr3:60000-66170270,556,144.2687731,66110270,1963025
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr3:93504854-194041961,785,201.7839481,100537107,3349457
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr4:1478646-8799203,583,307.6776849,7320557,325876
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr4:75452279-190000000,564,145.1442985,114547721,3350621
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr5:100000-17500000,559,119.0949635,17400000,521067
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr11:96437584-134946516,62,3.527801398,38508932,1162503
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr1:103913906-120697156,54,3.704063732,16783250,505820
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr1:30028082-91800000,67,4.240030728,61771918,2027616
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr2:110251337-149690582,56,3.290928707,39439245,1235965
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr3:60000-66170270,58,4.006808064,66110270,2212607
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr3:93504854-194041961,62,3.563717972,100537107,3210784
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr4:1478646-8799203,46,4.098215444,7320557,224993
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr4:75452279-190000000,64,3.341870837,114547721,3593081
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr5:100000-17500000,60,3.034795978,17400000,541649
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr11:96437584-134946516,433,86.02600489,38508932,1190404
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr1:103913906-120697156,432,125.1268595,16783250,571711
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr1:30028082-91800000,424,118.8882698,61771918,2131972
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr2:110251337-149690582,621,57.28077092,39439245,1092872
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr3:60000-66170270,447,112.5010515,66110270,2319170
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr3:93504854-194041961,459,83.25950706,100537107,3073144
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr4:1478646-8799203,393,104.8982105,7320557,283578
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr4:75452279-190000000,453,63.11963957,114547721,3139378
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr5:100000-17500000,301,43.4776797,17400000,485158
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr11:96437584-134946516,657,154.2216655,38508932,805915
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr1:103913906-120697156,648,241.735068,16783250,404578
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr1:30028082-91800000,736,224.9511911,61771918,1477917
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr2:110251337-149690582,672,97.94862047,39439245,690461
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr3:60000-66170270,609,200.2282387,66110270,1576401
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr3:93504854-194041961,693,155.4550178,100537107,2036657
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr4:1478646-8799203,576,180.3176518,7320557,188602
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr4:75452279-190000000,531,115.8682401,114547721,2027730
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr5:100000-17500000,503,66.00390461,17400000,291398
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr11:96437584-134946516,257,37.27988812,38508932,1156327
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr1:103913906-120697156,264,51.31051589,16783250,558524
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr1:30028082-91800000,239,49.13712189,61771918,2081352
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr2:110251337-149690582,222,23.92095621,39439245,1023365
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr3:60000-66170270,252,44.61830112,66110270,2276497
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr3:93504854-194041961,264,36.54705483,100537107,2996321
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr4:1478646-8799203,222,40.86176597,7320557,261853
